items_dcCreator,items_country,items_dataProvider,items_id,items_edmPreview,items_title,items_edmTimespanLabelLangAware_def,items_type
"Gerig, Uwe (Fotograf)",germany,Deutsche Fotothek,/2048409/item_I6SMQIKEHW653BZXBZBINVQ6LVD7HY2M,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005562.jpg&size=LARGE&type=IMAGE,"Museum Louvre, Mona Lisa als Ziel für Amateurfotografen aus allen Ländern, die in langer Schlange vor dem Bild warten",2005,IMAGE
"Gerig, Uwe (Fotograf)",germany,Deutsche Fotothek,/2048419/item_OPLRCRD7N4KU2NGZIZ56DNUNTKY2LVP5,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005555.jpg&size=LARGE&type=IMAGE,"Museum Louvre, Besucher fotografieren vor dem Bild der Mona Lisa",2005,IMAGE
"Gerig, Uwe (Fotograf)",germany,Deutsche Fotothek,/2048410/item_LG26KH6BU3JZBNLKDLK5WNR7ZXF7AWJ2,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005559.jpg&size=LARGE&type=IMAGE,"Museum Louvre, Mona Lisa hinter Panzerglas, im Visir von Digitalfotografen",2005,IMAGE
"Gerig, Uwe (Fotograf)",germany,Deutsche Fotothek,/2048410/item_IMZTQ2QDKR5U6QGAPDT6V4HPAO7WBWCP,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fge%2F0005000%2Fdf_ge_0005563.jpg&size=LARGE&type=IMAGE,"Museum Louvre, Mona Lisa als Ziel für Digitalfoto-Amateure",2005,IMAGE
"Jansong, Joachim",germany,Deutsche Fotothek,/2048408/item_KYHBJXWNWCRNAI4TVYOLF2B5UHI3I4D7,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fhauptkatalog%2F0190000%2Fdf_hauptkatalog_0190407.jpg&size=LARGE&type=IMAGE,Mona Lisa - 2000,1977,IMAGE
"Photographer unknown Da Vinci, Leonardo (original work) http://data.europeana.eu/agent/base/146741",belgium,KU Leuven,/2024903/photography_ProvidedCHO_KU_Leuven_009111378,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222438%2Fstream&size=LARGE&type=IMAGE,Leonardo da Vinci. Mona Lisa,-1,IMAGE
Gucci,united kingdom,Victoria and Albert Museum,/2048213/item_O320051,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmedia.vam.ac.uk%2Fmedia%2Fthira%2Fcollection_images%2F2014GW%2F2014GW1915_jpg_l.jpg&size=LARGE&type=IMAGE,"Pair of shoes, Gucci, Italy, 1960s.   ",-1,IMAGE
Gucci (Designer),united kingdom,Victoria and Albert Museum,/2048213/item_O1172181,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Frepos.europeanafashion.eu%2Fext2%2FVictoria%2520and%2520Albert%2520Museum%2Fba%2Fba446dfebc74120065b88b4b07a99753.jpg&size=LARGE&type=IMAGE,"Leather bag with bamboo handle, strap and cover, Gucci, Italy, ca. 1969. Bag of green leather with a bamboo handle, and green strap and cover. Top-handle bag with a bamboo handle, gilt turn-lock fastenings, and inset green and red striped grosgrain strips. Leather with a bamboo handle, gilt fastenings, and striped grosgrain strips. ",-1,IMAGE
,italy,LUCE,/2051933/data_euscreenXL_EUS_1D31C0C11CCD79222CA311889522279D,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_luce%2Fvideo%2FEUS_1D31C0C11CCD79222CA311889522279D%2Fimage.jpg&size=LARGE&type=VIDEO,News through objective lens Cronaca con l'obiettivo SERIES TITLE: Horizon film magazine Orizzonte cinematografico,-1,VIDEO
,czech republic,ČT,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_1061958448_postrehy_odjinud_403235100051008_italie_ocima_milana_fridricha_florencie_perla_renesance_,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fprogram%2Fporady%2F1061958448%2Ffoto%2Funi_403235100051008.jpg&size=LARGE&type=VIDEO,"Postřehy odjinud - Itálie očima Milana Fridricha - Florencie, perla renesance",-1,VIDEO
,czech republic,ČT,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_10175381991_minuta_v_muzeu_208552117270033_nejslavnejsi_obraz_leonarda_da_vinciho_mona_lisa_,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fivysilani%2Fepisodes%2Fphotos%2Fw512%2F10175381991%2F124194.jpg&size=LARGE&type=VIDEO,Minuta v muzeu - Nejslavnější obraz Leonarda da Vinciho Mona Lisa,-1,VIDEO
,czech republic,ČT,/2051945/data_euscreenXL_http___www_ceskatelevize_cz_ivysilani_10095523948_prizma_211411058100023_,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimg.ceskatelevize.cz%2Fprogram%2Fporady%2F10095523948%2Ffoto%2Funi.jpg&size=LARGE&type=VIDEO,Prizma,-1,VIDEO
,spain,TV3 Televisió de Catalunya (TVC),/2051922/data_euscreenXL_4282073,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F3%2F4%2F1349886400243.jpg&size=LARGE&type=VIDEO,Divendres: Origens catalans de la Mona Lisa,21..,VIDEO
,spain,TV3 Televisió de Catalunya (TVC),/2051922/data_euscreenXL_4270890,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F0%2F1%2F1349275503810.jpg&size=LARGE&type=VIDEO,Buscant el rastre de la Mona Lisa,21..,VIDEO
,spain,TV3 Televisió de Catalunya (TVC),/2051922/data_euscreenXL_3359890,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fstatics.ccma.cat%2Fmultimedia%2Fjpg%2F4%2F0%2F1297171795804.jpg&size=LARGE&type=VIDEO,Els matins: Noves revelacions sobre la Gioconda: Està inspirada en l'amant de Da Vinci,2011,VIDEO
,poland,Muzeum Narodowe w Warszawie,/094041/_nntrWvZ,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F2591%2Fdi61382.jpg&size=LARGE&type=IMAGE,Muzeum Sztuk Pięknych w Warszawie. Galeria w Domu Neprosa przy ul. Wierzbowej 11 - fragment ekspozycji malarstwa włoskiego,-1,IMAGE
,poland,Muzeum Narodowe w Warszawie,/094041/_nntr6sf,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F2459%2Fdi56783.jpg&size=LARGE&type=IMAGE,"""Lionardo da Vinci. Portrait de Mona Lisa (La Joconde)"" [""Portret Mony Lizy"", obraz Leonarda da Vinci (olej, 1503-1505) z kolekcji Muzeum Luwru]; 
fotografia z serii: ""La Galerie de tableaux du musée impérial du Louvre à Paris. Photographies d'après les tableaux originaux...""",19..,IMAGE
"Janisch, Jerzy (1901-1962)",poland,Muzeum Narodowe w Warszawie,/094041/_nn0Wq58,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcyfrowe.mnw.art.pl%2FContent%2F34809%2Frysw190.jpg&size=LARGE&type=IMAGE,Mona Lisa w sleepingu,1939,IMAGE
,france,"Ministère de la culture et de la communication, Musées de France",/03919/public_mistral_joconde_fr_ACTION_CHERCHER_FIELD_1_REF_VALUE_1_000PE025604,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.culture.gouv.fr%2FWave%2Fimage%2Fjoconde%2F0372%2Fm503604_00-010164_p.jpg&size=LARGE&type=IMAGE,tableau ; PORTRAIT DE MONA LISA (1479-1528) ; DITE LA JOCONDE,-1,IMAGE
,hungary,NAVA,/2051912/data_euscreenXL_81106,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fkeyframe.nava.hu%2Fallframe%2F2006%2F04%2F02%2Fm1-3026%2Fm1-3026-00454500.jpg&size=LARGE&type=VIDEO,A Nap-kelte sztárszínpadán a Mona Lisa együttes,21..,VIDEO
,norway,NRK,/2051944/data_euscreenXL_5002237,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fgfx.nrk.no%2FPbU3ihJjSY-KH_VEQG0cYwczA9cIakUTmkdaTe-KOCJg&size=LARGE&type=VIDEO,Oslo: Utstillingen Kvinnens Verden 17. mai. 1956 · Filmavisen 1956,20..,VIDEO
,portugal,RTP,/2051938/data_euscreenXL_EUS_B1F792BB888A704E5180AD9BEAA05033,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_rtp%2Fvideo%2FEUS_B1F792BB888A704E5180AD9BEAA05033%2Fimage.jpg&size=LARGE&type=VIDEO,Divulgação da Arquitectura Promoting Arquitecture As Pedras e o Homem Clip title:  SERIES TITLE: Stones and Man Season:1 Episode:1,20..,VIDEO
,ireland,RTÉ,/2051925/data_euscreenXL_EUS_2C797A617EDB05DA67759D44B125535C,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fimages3.noterik.com%2Fdomain%2Feuscreenxl%2Fuser%2Feu_rte%2Fvideo%2FEUS_2C797A617EDB05DA67759D44B125535C%2Fshots%2F1%2Fh%2F0%2Fm%2F0%2Fsec30.jpg&size=LARGE&type=VIDEO,Neil Jordan Plays Guitar Clip title: Neil Jordan Plays Guitar in Opening Sequence SERIES TITLE: Anthology Anthology,1970,VIDEO
,belgium,RTBF,/2051911/data_euscreenXL_1844755,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F184%2F475%2F5%2F9e5e93f8d8d49400074ce5a520d41d7c%2F%2Fmedium.jpg&size=LARGE&type=VIDEO,Qui est vraiment Mona Lisa ?,2013,VIDEO
,belgium,RTBF,/2051911/data_euscreenXL_1844728,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F184%2F472%2F8%2Fe3744ecd0926f37929b0333ffc2eb23f%2F%2Fmedium.jpg&size=LARGE&type=VIDEO,Qui est vraiment Mona Lisa ?,2013,VIDEO
,belgium,RTBF,/2051911/data_euscreenXL_1605033,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fds1.ds.static.rtbf.be%2F%2Fmedia%2Fvideo%2Fthumbnails%2F160%2F503%2F3%2F63f12ee0d64223de4dc1cf598ae0622b%2F%2Fmedium.jpg&size=LARGE&type=VIDEO,Une copie de la Joconde à Madrid - Mona Lisa plus jeune et plus souriante: une toile de Léonard de Vinci a été découverte dans les réserves du Prado.,21..,VIDEO
,norway,Stiftelsen Nordmøre Museum,/2022608/SNM_KMb_1992_020_0002,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmm.dimu.no%2Fimage%2F032wazo67oXv%3Fdimension%3D800x800&size=LARGE&type=IMAGE,Krysset mellom Kaibakken og Storgata på Kirkelandet i Kristiansund,-1,IMAGE
"Laurent, J. (1816-1886)",spain,Instituto del Patrimonio Cultural de España,/2022709/oai_fototeca_mcu_es_fototeca_RUIZ_20VERNACCI_VN_01988,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.mcu.es%2Ffototeca_patrimonio%2FVisor%3FusarVisorMCU%3Dfalse%26archivo%3DRUIZ%2520VERNACCI%2Fpreview%2FVN-01988_P.jpg&size=LARGE&type=IMAGE,Retrato de Mona Lisa,-1,IMAGE
,estonia,Eesti Tarbekunsti- ja Disainimuuseum,/2048044/Athena_Plus_ProvidedCHO_Eesti_Tarbekunsti__ja_Disainimuuseum_351907,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.muis.ee%2FOAIService%2FImageServlet%3Fthumb%3Dfalse%26id%3D1092909&size=LARGE&type=IMAGE,"Padi seeriast ""Pehmed sõnumid""",-1,IMAGE
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_P13019A25095,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F002_719_a.jpg&size=LARGE&type=SOUND,Du dummer kleiner Korporal,-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_P13019A25096,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F002_719_b.jpg&size=LARGE&type=SOUND,"Warum lächelst du, Mona Lisa?",-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P8830A17021,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_8904_b.jpg&size=LARGE&type=SOUND,Duett Mona Lisa-Giovanni,-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P8830A17020,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_8904_a.jpg&size=LARGE&type=SOUND,Duett Mona Lisa-Giovanni,-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P6111A11884,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6180_b.jpg&size=LARGE&type=SOUND,"Warum lächelst du, Mona Lisa?",-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P6111A11883,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6180_a.jpg&size=LARGE&type=SOUND,"Du dummer, kleiner Korporal",-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P5968A11616,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6037_a.jpg&size=LARGE&type=SOUND,"Warum lächelst du, Mona Lisa?",-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P5968A11617,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_6037_b.jpg&size=LARGE&type=SOUND,"Du dummer, kleiner Korporal",-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P5541A10781,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_5608_b.jpg&size=LARGE&type=SOUND,Du dummer kleiner Korporal,-1,SOUND
,europe,Gesellschaft für Historische Tonträger; Austria,/2023601/oai_eu_dismarc_GHT_001_0P5541A10780,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.dismarc-audio.org%2FGHT%2FGHT001%2F001_5608_a.jpg&size=LARGE&type=SOUND,"Warum lächelst du, Mona Lisa?",-1,SOUND
"http://imslp.org/wiki/Category:Różycki,_Ludomir",netherlands,IMSLP/Petrucci Music Library,/2059210/data_sounds_http___imslp_org_wiki_Mona_Lisa_Gioconda__Op_29__R__ycki__Ludomir_,,"Mona Lisa Gioconda, Op.29 (Różycki, Ludomir)",1911,TEXT
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659547,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938455%2F5105_2013_6.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659544,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938445%2F5104_2013_16.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659541,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938435%2F5103_2013_5.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659539,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938425%2F5102_2013_3.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659536,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938415%2F5101_2013_4.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659532,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938405%2F5100_2013_3.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659528,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938395%2F5099_2013_2.jpg&size=LARGE&type=IMAGE,"kvinnoporträtt, grupporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659523,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938385%2F5098_2013_2.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659497,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938375%2F5097_2013_2.jpg&size=LARGE&type=IMAGE,"kvinnoporträtt, mansporträtt, grupporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_659337,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938365%2F5096_2013_2.jpg&size=LARGE&type=IMAGE,"grupporträtt, kvinnoporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657350,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938345%2F5094_2013_2.jpg&size=LARGE&type=IMAGE,"kvinnoporträtt, grupporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657352,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938355%2F5095_2013_2.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657346,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938335%2F5093_2013_1.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657343,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938325%2F5092_2013_1.jpg&size=LARGE&type=IMAGE,"grupporträtt, kvinnoporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657341,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938315%2F5091_2013_1.jpg&size=LARGE&type=IMAGE,"grupporträtt, kvinnoporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657339,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938305%2F5090_2013_1.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657336,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938295%2F5089_2013_1.jpg&size=LARGE&type=IMAGE,"grupporträtt, kvinnoporträtt",-1,IMAGE
"Kallos, Lisa",sweden,"Kulturmagasinet, Helsingborgs museer",/916116/HeM_delfotografi_657334,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fmuseum.helsingborg.se%2Fweb%2Fimage%2Fzoom%2F938285%2F5088_2013_1.jpg&size=LARGE&type=IMAGE,kvinnoporträtt,-1,IMAGE
MAURICE-LOUIS BRANGER (1874-1950),france,Parisienne de Photographie,/2024913/photography_ProvidedCHO_Parisienne_de_Photographie_72467_24,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Feuropeana.parisiennedephotographie.fr%2FSSEU%2FFiles%2Fd3d8e784f76d49ac58ba4a7c3663a281635c83709fdbdc96d705f4ea39462ff5&size=LARGE&type=IMAGE,Vol de la Joconde,1911,IMAGE
MAURICE-LOUIS BRANGER (1874-1950),france,Parisienne de Photographie,/2024913/photography_ProvidedCHO_Parisienne_de_Photographie_72467_23,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Feuropeana.parisiennedephotographie.fr%2FSSEU%2FFiles%2F9fdd6afd5d9ecacd7f3f53cdffbd507934f8c3fcec91fbdc5a83d3f14c0b8b71&size=LARGE&type=IMAGE,La Joconde,1911,IMAGE
"Brogi, Carlo ",germany,Museum für Kunst und Gewerbe Hamburg,/2048429/item_HJ2GR3EKRXTCJUQPXVVCY7SGLYL44PEZ,https://www.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fdigicult-web.digicult-verbund.de%2Fentity-resources%2Fimages%2Fdigicult-web-mkg%2F1%2FP2011.14.jpg&size=LARGE&type=IMAGE,"Roma, Galleria Corsini - La Gioconda, copia da un quadro di Leonardo da Vinci",-1,IMAGE
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2012_02_03_cmc2,,The Whybirds Live at Danny's Bar on 2012-02-03 2012-02-03 - Danny's Bar 2012-02-03 - Danny's Bar,2012,SOUND
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2010_07_16_cmc2,,The Whybirds Live at The Troubadour on 2010-07-16 2010-07-16 - The Troubadour,2010,SOUND
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2010_01_31_cmc2,,The Whybirds Live at The Barfly on 2010-01-31 2010-01-31 - The Barfly,2010,SOUND
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2009_11_07_cmc2,,The Whybirds Live at The Garage on 2009-11-07 2009-11-07 The Garage,21..,SOUND
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2009_07_25_at933,,The Whybirds Live at Water Rats on 2009-07-25 2009-07-25 - Water Rats,21..,SOUND
The Whybirds,netherlands,Internet Archive,/2059210/data_sounds_whybirds2009_02_19_at933_flac16,,The Whybirds Live at South Of The Border on 2009-02-19 2009-02-19 - South Of The Border,21..,SOUND
Mother Hips,netherlands,Internet Archive,/2059210/data_sounds_mh2010_04_10_matrix,,Mother Hips Live at The Coach House on 2010-04-10 2010-04-10 - The Coach House 2010-04-10 - The Coach House,2010,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_guster2011_11_25_km201_flac24,,Guster Live at Wellmont Theatre on 2011-11-25 2011-11-25 - Wellmont Theatre,21..,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_guster2007_10_05_flac16,,"Guster Live at University of Rochester on 2007-10-05 2007-10-05 University of Rochester Rochester, NY",21..,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_guster2000_07_02_shnf,,Guster Live at Viv's House on 2000-07-02 2000-07-02 - Viv's House 2000-07-02 - Viv's House,2000,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_guster1997_12_08_flac16,,Guster Live at College of the Holy Cross on 1997-12-08 1997-12-08 - College of the Holy Cross 1997-12-08 - College of the Holy Cross,1997,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_gus2003_03_27_c1000_shnf,,Guster Live at Clutch Cargo's on 2003-03-27 2003-03-27 - Clutch Cargo's,21..,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_gus2002_12_05_at853_shnf,,Guster Live at Orpheum Theatre on 2002-12-05 2002-12-05 - Orpheum Theatre 2002-12-05 - Orpheum Theatre,2002,SOUND
Guster http://data.europeana.eu/agent/base/148438,netherlands,Internet Archive,/2059210/data_sounds_gus1997_10_04_shnf,,Guster Live at Princeton University on 1997-10-04 1997-10-04 - Princeton University 1997-10-04 - Princeton University,1997,SOUND
